row_id,text,true_label,true_label_enc,challenge_type,dataset
499,<USER> Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,neutral,1,emoji_heavy,D2
500,<USER> Really hoping I don't get charged for this flight because they couldn't handle the influx of calls. Bummer.,negative,0,emoji_heavy,D2
501,<USER> not once did #US3645 leave #ORD on time this week #shameful,negative,0,negation|hashtag_heavy|emoji_heavy,D2
502,<USER> This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse,negative,0,emoji_heavy,D2
503,<USER> what response? Is our flight out of Montrose Cancelled Flightled or not?,negative,0,negation|emoji_heavy,D2
504,<USER> a school trip of 38 including myself had to sleep over in the airport and are all on different standby flights.This is not good,negative,0,negation|emoji_heavy,D2
505,<USER> I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,negative,0,negation|emoji_heavy,D2
506,<USER> We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.,negative,0,negation|emoji_heavy,D2
507,<USER> you guys suck at JFK tonight -- oh this MORNING!!!,negative,0,emoji_heavy,D2
508,<USER> THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,negative,0,emoji_heavy,D2
509,<USER> who can tell me where they are?,negative,0,emoji_heavy,D2
510,<USER> please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,negative,0,emoji_heavy,D2
511,"It's on me, <USER>! That's not what you said last night, though... :(",negative,0,negation|emoji_heavy,D2
512,<USER> thanks for getting back to me. how frequently are these weather advisories updated throughout the day?,neutral,1,emoji_heavy,D2
513,<USER> what's going on with 1171 LGA-FLL..poor to no communication from gate agents??,negative,0,negation|emoji_heavy,D2
514,"<USER> I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase.",negative,0,emoji_heavy,D2
515,<USER> I have been calling for 3 days!,negative,0,emoji_heavy,D2
516,<USER> still waiting. Just hit one hour.,negative,0,emoji_heavy,D2
517,<USER> Frontier is currently offering their weather exceptions for this weekend. When is United?,neutral,1,emoji_heavy,D2
518,<USER> yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.,negative,0,negation|emoji_heavy,D2
519,<USER> is it even legal for you guys to advertise flights that you cant honor??,negative,0,emoji_heavy,D2
520,<USER> awesome. thank you!,positive,2,emoji_heavy|short_ambiguous,D2
521,<USER> FYI the info<USER>.com email address you say to contact in password reset emails doesn't exist. Emails bounce.,negative,0,emoji_heavy,D2
522,"<USER> flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",negative,0,negation|emoji_heavy,D2
523,<USER> AIRPORT CODE TEST GO. SLC. BOS MCO,neutral,1,emoji_heavy,D2
524,<USER> of course but they were just as helpless as everyone else .,negative,0,emoji_heavy,D2
525,<USER> I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.,neutral,1,emoji_heavy,D2
526,"<USER> Thank you for holding, we apologize for the delay in answering your call. To speak to a representative please continue to hold.",negative,0,emoji_heavy,D2
527,Eliza &amp; I cheated on u <USER> with <USER> &amp; it was a lovely flight. But we'll be back! Lots!,positive,2,emoji_heavy,D2
528,<USER> why was Southwest only airline to Cancelled Flight all flights from Charleston? Was 7:50pm flight Cancelled Flightation really weather reLate Flightd?,negative,0,emoji_heavy,D2
529,<USER> We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.,negative,0,emoji_heavy,D2
530,"<USER> And also, it's great that you tweet @ complainers, but what about the in-person help when I need it? Robyn F. in Manch = useless.",negative,0,emoji_heavy,D2
531,<USER> - Apology accepted! #customerserviceWIN #itravelalot <URL>,positive,2,hashtag_heavy|emoji_heavy,D2
532,<USER> great. Well deserved.,positive,2,emoji_heavy|short_ambiguous,D2
533,<USER> the os isn't controlled by me but rather <USER> . App is new.,neutral,1,emoji_heavy,D2
534,<USER> I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?,neutral,1,negation|emoji_heavy,D2
535,<USER> can you follow for quick DM?,neutral,1,emoji_heavy,D2
536,<USER> I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.,negative,0,emoji_heavy,D2
537,Oh yeah? RT <USER>: Our fleet's on fleek. <URL>,neutral,1,emoji_heavy,D2
538,<USER> had me at their safety video . . . <URL> LOVED my first cross country flight. #livewelltraveled #sytycd,positive,2,hashtag_heavy|emoji_heavy,D2
539,<USER> final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done,negative,0,emoji_heavy,D2
540,"<USER> - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. <URL>",positive,2,emoji_heavy,D2
541,<USER> unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,neutral,1,negation|emoji_heavy,D2
542,<USER> you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,positive,2,emoji_heavy,D2
543,"<USER> ok, gotcha! ✈️😃👍",positive,2,emoji_heavy|short_ambiguous,D2
544,"<USER> US 728 Uh oh, no gate. Now truck will come to us.",negative,0,negation|emoji_heavy,D2
545,"<USER> yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",negative,0,negation|emoji_heavy,D2
546,"<USER> 4469, thank you for asking.",neutral,1,emoji_heavy,D2
547,<USER> thanks for reminding me how much easier it is to fly Southwest! Get more agents at sfo 25!,negative,0,emoji_heavy,D2
548,"<USER> me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",negative,0,emoji_heavy,D2
549,"<USER> Flight Cancelled Flightled due to ""weather conditions"" in arrival city. Uh...I don't think so.",negative,0,emoji_heavy,D2
550,<USER> OMG THANK U😻😻😻,positive,2,emoji_heavy|short_ambiguous|slang,D2
551,<USER> strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4. Worth the extra $200/trip for less hassle and fewer delays,negative,0,hashtag_heavy|emoji_heavy,D2
552,"<USER>, more lies... <URL>",negative,0,emoji_heavy|short_ambiguous,D2
553,<USER> oh. Makes sense. My bad.,neutral,1,emoji_heavy,D2
554,<USER> thanks for the quick response! Fingers crossed the plane gets here then,positive,2,emoji_heavy,D2
555,"<USER> I've been on hold for 4 hrs, no call bk either. Family of 4 trying to get from HDN to DFW flight 1418 direct. Need new info plz",negative,0,negation|emoji_heavy,D2
556,"<USER> , am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",positive,2,emoji_heavy,D2
557,<USER> you'd learn if you listen to your customers...you do want you want...<USER> asks their customer what they want,negative,0,emoji_heavy,D2
558,<USER> Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,negative,0,emoji_heavy,D2
559,<USER> Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,negative,0,emoji_heavy,D2
560,<USER> happy to enter your sweepstakes again #nutsaboutsouthwest,positive,2,emoji_heavy,D2
561,<USER> some flexibility on your part would be nice. This is why I love <USER>. They're flexible &amp; not trying to take all my $.,negative,0,negation|emoji_heavy,D2
562,<USER> Thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up? <URL>,neutral,1,emoji_heavy,D2
563,<USER> why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?,negative,0,emoji_heavy,D2
564,"<USER> <USER> <USER> all are great , but I have to go with #CarrieUnderwood 😍👌",neutral,1,emoji_heavy,D2
565,"<USER> Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)",neutral,1,negation|emoji_heavy,D2
566,"<USER> By ""answering as fast as they can"", you mean hanging up on every call?",negative,0,emoji_heavy,D2
567,<USER> we are well aware. Insufficient info. No options.,negative,0,negation|emoji_heavy,D2
568,<USER> #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie,negative,0,hashtag_heavy|emoji_heavy,D2
569,<USER> another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,negative,0,emoji_heavy,D2
570,<USER> When will callers from the East Coast be able to speak to an actual human for reservation support? All agents busy call Late Flightr..,negative,0,emoji_heavy,D2
571,"<USER> appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",negative,0,emoji_heavy,D2
572,<USER> Seems very likely.,positive,2,emoji_heavy|short_ambiguous,D2
573,<USER> your planes made me miss 2 connections in 2 days. Thanks for nothing,negative,0,emoji_heavy,D2
574,<USER> oh right! Me and hundred people arrived back to the same gate we left minutes ago in SDQ <URL>,negative,0,emoji_heavy,D2
575,"<USER> leave us stranded, send baggage with important medication to different city for 4days&amp;apologise with a $50 voucher. appalling.",negative,0,emoji_heavy,D2
576,"<USER> but don't you worry... <USER> took good care of me... Your loss, their gain.",negative,0,emoji_heavy,D2
577,<USER> can't wait!!! 787!!! <USER> <URL>,positive,2,emoji_heavy,D2
578,<USER> I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,positive,2,emoji_heavy,D2
579,<USER> momma I made it! 😁😁😁,neutral,1,emoji_heavy,D2
580,"<USER> appreciate the response but already spoke to a MCO and their response was ""There is nothing we can do"" idk if that's what you mean",negative,0,emoji_heavy,D2
581,<USER> what does a woman got to do to get a chance of a lifetime? 😖 #DestinationDragons #imaginedragons #slaycancerwithdragons,neutral,1,hashtag_heavy|emoji_heavy,D2
582,"<USER> It was 9º, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|",negative,0,emoji_heavy,D2
583,<USER> btw you guys should consider making a lounge at Austin Intl. airport! Very popuLate Flightd area! Will help the company for sure👌,positive,2,emoji_heavy|slang,D2
584,<USER> what is going on with baggage claim in Newark!#tiredandwanttogohome,negative,0,emoji_heavy,D2
585,"<USER> to add insult to injury, I have to go pick it up myself. Real class act! I'll stick the Delta from now on.",negative,0,emoji_heavy,D2
586,<USER> holy high speed internet batman! Speeds at United Club at IAD are insanely fast! Thanks,positive,2,emoji_heavy,D2
587,"<USER> Can you follow, so I can DM you?",neutral,1,emoji_heavy,D2
588,*On the brink of bankruptcy. “<USER>: Our fleet's on fleek. <URL>,neutral,1,emoji_heavy,D2
589,<USER> on hold for 1 hour and 14 min trying to find the luggage flight Cancelled Flightled where is luggage? <URL>,negative,0,emoji_heavy,D2
590,<USER> is there a phone number or email address to customer service?,neutral,1,emoji_heavy,D2
591,<USER> SHUT THE DOOR ON YOUR WAY OUT. 🙅,neutral,1,emoji_heavy,D2
592,<USER> Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. <URL>,neutral,1,emoji_heavy,D2
593,"<USER> take a look at 1715. All F seats filled, so someone upgraded their friend instead of following rules.",negative,0,emoji_heavy,D2
594,<USER> how can u not have gate ready or gate agent for going on hour two,negative,0,negation|emoji_heavy,D2
595,"<USER> Well, I didn't…but NOW I DO! :-D",positive,2,emoji_heavy,D2
596,<USER> on the plane now! Hopefully no longer at the mercy of the playlist! Thanks!,positive,2,negation|emoji_heavy,D2
597,"<USER> should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",negative,0,emoji_heavy,D2
598,<USER> no you're not you're trying to book me PAST when i need 2 arrive but you're still selling seats on the day I'm trying 2 travel,negative,0,negation|emoji_heavy,D2
599,<USER> sent,neutral,1,emoji_heavy|short_ambiguous,D2
600,"<USER> no, they're too busy being awesome and trying to get us out ASAP. I'll deal.",positive,2,negation|emoji_heavy,D2
601,<USER> I picked the nonstop flight bc I had things to get to. Should’ve taken diff route or airline I suppose!,negative,0,emoji_heavy,D2
602,<USER> I'm on flight 623 from DIA to Ontario tomorrow morning. no access to the airport via taxi or shuttle. What should I do?,neutral,1,negation|emoji_heavy,D2
603,<USER> received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?,negative,0,emoji_heavy,D2
604,"<USER> 14 hours???? Sorry don't get it. Oh well. Screw the weekend in Az right? Eat the hotel, no problem.",negative,0,negation|emoji_heavy,D2
605,<USER> Thanks!,positive,2,emoji_heavy|short_ambiguous,D2
606,<USER> also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.,negative,0,emoji_heavy,D2
607,"<USER> what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",negative,0,negation|emoji_heavy,D2
608,<USER> transferred 4x pleeeeeeeease help!,negative,0,emoji_heavy,D2
609,"<USER> <USER> No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA✈️BOS",negative,0,negation|emoji_heavy,D2
610,<USER> thanks for taking such good care of my luggage... <URL>,negative,0,emoji_heavy,D2
611,<USER> <USER> Great! Appreciate it😊,positive,2,emoji_heavy,D2
612,<USER> this is for a check-in luggage. Employee told me not to include wheels in the dimensions.,neutral,1,negation|emoji_heavy,D2
613,<USER> why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,negative,0,negation|emoji_heavy,D2
614,"<USER>, flights 1970, 1366, and 1552 will fly over after 1 am on your way into <USER> - mind taking ocean approach so we can sleep?",neutral,1,emoji_heavy,D2
615,<USER> Airways Corporation (JBLU) loses -0.06% on news that <USER> Airways ... - WallStreet Scope <URL>,neutral,1,emoji_heavy,D2
616,<USER> I've been waiting on my bag in IAH for 45mins. They're only 4 freaking people on that flight waiting for bags. Fix this!!,negative,0,emoji_heavy,D2
617,<USER> called your service line and was hung up on. This is awesome. #sarcasm,negative,0,emoji_heavy,D2
618,<USER> so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,negative,0,emoji_heavy,D2
619,<USER> I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger,negative,0,negation|emoji_heavy,D2
620,"<USER> Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! <URL>",positive,2,emoji_heavy,D2
621,"<USER> 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",negative,0,emoji_heavy,D2
622,<USER> tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...,negative,0,emoji_heavy,D2
623,<USER> I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?,negative,0,emoji_heavy,D2
624,<USER> Hi! Just got my TSA pre-check # &amp; put it in my acct. But it's not on my boarding pass for a flight this p.m.Can it be updated?,negative,0,negation|emoji_heavy,D2
625,"<USER> v upset with your disability ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",negative,0,emoji_heavy,D2
626,<USER> was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.,negative,0,negation|emoji_heavy,D2
627,<USER> I was happy to purchase the upgrade. If only it was avail on my next flight.,negative,0,emoji_heavy,D2
628,<USER> I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!,negative,0,emoji_heavy,D2
629,"<USER> can't check in, your site looks like this every time it loads <URL>",negative,0,emoji_heavy,D2
630,<USER> what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,negative,0,emoji_heavy,D2
631,<USER> Can I book award travel on Etihad with Dividend Miles?,neutral,1,emoji_heavy,D2
632,<USER> Flight # 604. Thanks.,positive,2,emoji_heavy,D2
633,"<USER> seriously, pls pls bring more people up to help us! There are still flights to ORD frm DFW and I want in <URL>",negative,0,emoji_heavy,D2
634,<USER> for a response in 3-4 days? No thanks,negative,0,negation|emoji_heavy,D2
635,"<USER> Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M).",negative,0,negation|emoji_heavy,D2
636,"<USER> No need for apologies just an unfortunate situation . There is no up date, I've landed but was suppose to land at 5",negative,0,negation|emoji_heavy,D2
637,<USER> please stop asking me each week to place my bag in the size check #ITFITS <URL>,negative,0,emoji_heavy,D2
638,<USER> I got it added thank you! :),positive,2,emoji_heavy,D2
639,<USER> my flight was Cancelled Flightled Monday. Just looking to Cancelled Flight and credit my card. That's all.,negative,0,emoji_heavy,D2
640,"<USER> no, we are at a hotel. Also, Jetblue lost my daughters luggage. How do you lose luggage if the plane never actually left!!!",negative,0,negation|emoji_heavy,D2
641,<USER> I sent a email to customer relations and I will be calling tomorrow.,neutral,1,emoji_heavy,D2
642,<USER> had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh,negative,0,negation|emoji_heavy,D2
643,STAHHPPP!!! RT <USER>: Our fleet's on fleek. <URL>,neutral,1,emoji_heavy,D2
644,"<USER> No reFlight Booking Problems necessary. I can't afford to deal this kind of unprofessionalism again. I would, however, like some type of credit.",negative,0,negation|emoji_heavy,D2
645,<USER> I didn't get a message from you. I'll resend numbers.,negative,0,emoji_heavy,D2
646,<USER> is anyone answering phones to rebook Cancelled Flightled flights?,negative,0,emoji_heavy,D2
647,<USER> can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes,negative,0,emoji_heavy,D2
648,<USER> We're flight 1472 FFL to LGA. Scheduled departure 8:15p.,neutral,1,emoji_heavy,D2
649,<USER> no they dont. I think I already said that. No one responds. Its an auto response. Wait is this an auto response??????,negative,0,negation|emoji_heavy,D2
650,Power Moves RT <USER>: Our fleet's on fleek. <URL>,positive,2,emoji_heavy,D2
651,"<USER> Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?",neutral,1,emoji_heavy,D2
652,<USER> quick response offering assistance but lack of follow through - not really the service I was expecting,negative,0,negation|emoji_heavy,D2
653,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. <USER>",negative,0,emoji_heavy,D2
654,<USER> makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose,negative,0,emoji_heavy,D2
655,"<USER> <USER> Serious potential for a wanna get away commercial out of this debacle. But for real, you should fire <USER>",negative,0,emoji_heavy,D2
656,<USER> and thx for not responding,negative,0,negation|emoji_heavy,D2
657,<USER> to start daily #B777-200ER flights from #Newark to #Frankfurt <USER> replacing #B767-400ER on 2JUL #avgeek,neutral,1,hashtag_heavy|emoji_heavy,D2
658,<USER> so what's the solution?,negative,0,emoji_heavy,D2
659,<USER> i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,negative,0,emoji_heavy,D2
660,<USER> Indeed. It was not 😉.,neutral,1,negation|emoji_heavy,D2
661,"<USER> Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.",negative,0,emoji_heavy,D2
662,<USER> been sitting at gate for over 25 min on us 728! What gives???,negative,0,emoji_heavy,D2
663,<USER> Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!,neutral,1,emoji_heavy,D2
664,<USER> could you guys follow me so I can dm yall please,neutral,1,emoji_heavy,D2
665,<USER> I have to say that JetBlue has officially lost a customer. What a waste of all the points I have too! I am yet to be in a flight..,negative,0,emoji_heavy,D2
666,<USER> on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!,negative,0,emoji_heavy,D2
667,<USER> I understand why the pilot would get on the plane but why 1st class? There were 5 empty coach seats near me? I'm a Premier 1K?,neutral,1,emoji_heavy,D2
668,<USER> thank you! I know the weather in #Boston isn't great. Everyone's tired,positive,2,emoji_heavy,D2
669,<USER> do these scavenger hunt locations have anything in common because I'm playing detective trying to figure out the one for ATL.,negative,0,emoji_heavy,D2
670,"<USER>. I'm delayed in Cha, will miss my connection in Charlotte for lga. Not good",negative,0,negation|emoji_heavy,D2
671,<USER> delayed depart bc ur flight attendant wasn't there. Then after landing took 3 hrs to get a gate. Now it's another he and NO bags,negative,0,negation|emoji_heavy,D2
672,<USER> we have posted your response on facebook for everyone to see people are appalled by your lack of concern,negative,0,emoji_heavy,D2
673,<USER> have reported it. Still in Istanbul at the moment apparently. On the other plane haha. Hats off to the pilot!,positive,2,emoji_heavy,D2
674,<USER> once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,negative,0,emoji_heavy,D2
675,"<USER> web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita",negative,0,emoji_heavy,D2
676,"<USER> excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?",negative,0,emoji_heavy,D2
677,<USER> What's your phone number? Customer service question.,neutral,1,emoji_heavy,D2
678,<USER> to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek,neutral,1,hashtag_heavy|emoji_heavy,D2
679,<USER> Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,negative,0,emoji_heavy,D2
680,"<USER> By the way the flight number was 1703, please feel free to fact check my complaints about leave time &amp; baggage time.",negative,0,emoji_heavy,D2
681,<USER> she made it standby after her flight was Cancelled Flighted for no reason. Almost 4hrs Late Flight. Conf# FVF9YW SWRR# 298033455,negative,0,negation|emoji_heavy,D2
682,<USER> Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,negative,0,negation|emoji_heavy,D2
683,<USER> time to reevaluate my nyc carrier.,negative,0,emoji_heavy,D2
684,<USER> how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi 😷😱,negative,0,emoji_heavy,D2
685,<USER> I'm glad you're sorry that I'm homeless for the night. Makes me feel secure.,negative,0,emoji_heavy,D2
686,"<USER> <USER> <USER> 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL",negative,0,emoji_heavy,D2
687,<USER> the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown,negative,0,negation|hashtag_heavy|emoji_heavy,D2
688,"<USER> okay - thanks for your help, JT! I appreciate your time!",positive,2,emoji_heavy,D2
689,RT <USER>: Our fleet's on fleek. <URL>,negative,0,emoji_heavy,D2
690,<USER> deal!,neutral,1,emoji_heavy|short_ambiguous,D2
691,<USER> <USER> what a patronizing response to a legitimate issue,negative,0,emoji_heavy,D2
692,"<USER> three flights with three check in agents, not enough. #missedflight back to Jet Blue",negative,0,negation|emoji_heavy,D2
693,<USER> but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes,neutral,1,emoji_heavy,D2
694,<USER> the link doesn't work..,negative,0,emoji_heavy,D2
695,<USER> 77min still on hold to chg award travel #sorrynotsorry,negative,0,emoji_heavy,D2
696,<USER> Fuck you,negative,0,emoji_heavy|short_ambiguous,D2
697,"<USER> weather doesn't excuse poor customer service, lack of info from staff or the fact staff haven't turned up",negative,0,emoji_heavy,D2
698,"<USER> thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1",negative,0,emoji_heavy,D2
699,<USER> I was able to get a seat on earlier flight sfo to ind. Can you add me to 6pm ord to IND?,neutral,1,emoji_heavy,D2
700,<USER> how it feels on flight 4251 <URL>,negative,0,emoji_heavy,D2
701,<USER> question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative,0,negation|emoji_heavy,D2
702,"<USER> Can't stress enough how awful the agent was for flight 5283. Knew 11 ppl from delayed flight were on way in mins, no compassion.",negative,0,negation|emoji_heavy,D2
703,<USER> <USER> I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice,negative,0,negation|emoji_heavy,D2
704,"<USER> Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.",negative,0,negation|emoji_heavy,D2
705,"<USER> has failed me all day long, should I blame it on <USER> ?",negative,0,emoji_heavy,D2
706,<USER> seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!,positive,2,emoji_heavy,D2
707,<USER> I don't need to rebook I need to know the policy,negative,0,emoji_heavy,D2
708,"THE END: RT <USER>: Reminder: From 2/28, we’ll be tweeting from <USER>. You should join us: <URL>",neutral,1,emoji_heavy,D2
709,“<USER>: Our fleet's on fleek. <URL> really JetBlue? #fleek?!!! 😂😂😂 hell no... Yall petty,negative,0,negation|emoji_heavy,D2
710,<USER> I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.,neutral,1,emoji_heavy,D2
711,<USER> Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,neutral,1,emoji_heavy,D2
712,<USER> is bag check cut off 30 minutes before the original departure time or the estimated time shown online?,neutral,1,emoji_heavy,D2
713,<USER> Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,neutral,1,emoji_heavy,D2
714,"<USER> my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+",negative,0,emoji_heavy,D2
715,<USER> Thanks a ton!,positive,2,emoji_heavy|short_ambiguous,D2
716,<USER> sign me up!,positive,2,emoji_heavy|short_ambiguous,D2
717,<USER> nawww. United is my fave airline.,positive,2,emoji_heavy,D2
718,<USER> I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats? I'm in 1A btw.,negative,0,emoji_heavy|slang,D2
719,<USER> sent,neutral,1,emoji_heavy|short_ambiguous,D2
720,Who Okay'd this?!?! RT <USER> Our fleet's on fleek. <URL>,neutral,1,emoji_heavy,D2
721,<USER> I know your policy. Just asking for a little kindness due to extenuating circumstances.,negative,0,emoji_heavy,D2
722,<USER> And gold status too.,neutral,1,emoji_heavy,D2
723,<USER> finally rectified my flight situation! Thanks again,positive,2,emoji_heavy,D2
724,"<USER> incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",negative,0,emoji_heavy,D2
725,<USER> thank you. Is there a possibility it will change?,neutral,1,emoji_heavy,D2
726,<USER> Is it possible to Cancelled Flight my reservation online?,neutral,1,emoji_heavy,D2
727,<USER> travel agency said that if usairways accept we will refund money i dont understand why dont u refund,negative,0,emoji_heavy,D2
728,<USER> never flying United again! Worst experience ever,negative,0,negation|emoji_heavy,D2
729,<USER> can I get free wifi since the flight 1808 was Cancelled Flightled?,negative,0,emoji_heavy,D2
730,<USER> - sitting in seat 10D on a flight back from Vegas to Chicago. Someone left a folder that looks important in the seat pocket. (1/2),neutral,1,emoji_heavy,D2
731,<USER> instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,neutral,1,hashtag_heavy|emoji_heavy,D2
732,<USER> I do follow you!,neutral,1,emoji_heavy,D2
733,<USER> Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,negative,0,emoji_heavy,D2
734,<USER> yes. Thank you. Oct 25-oct 31,positive,2,emoji_heavy,D2
735,"<USER> <USER> yes, they said it took more than an hour!",negative,0,emoji_heavy,D2
736,<USER> v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!,positive,2,emoji_heavy,D2
737,<USER> Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,positive,2,emoji_heavy,D2
738,"<USER> my flight was at 1 pm. Still at the airport gee what service. Do they care, nope. Delayed until 7:55.",negative,0,emoji_heavy,D2
739,<USER> site errored out at last step of changing award. Now can't even pull up reservation. 60 minute wait time. Thanks <USER>!,negative,0,emoji_heavy,D2
740,<USER> the status on my itinerary says on request in red. What's that mean?,neutral,1,emoji_heavy,D2
741,<USER> Club in Denver is dope 👌,positive,2,emoji_heavy,D2
742,<USER> Was able to send the DM. All good now.,positive,2,emoji_heavy,D2
743,<USER> thanks! It's hectic for everyone but their actions don't represent the company well IMO,positive,2,emoji_heavy|slang,D2
744,<USER> The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,neutral,1,emoji_heavy,D2
745,<USER> thank you for the reply. I emailed your customer care department about my experience.,negative,0,emoji_heavy,D2
746,"<USER> What is with your lost &amp; found. My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#. No answer.",negative,0,negation|emoji_heavy,D2
747,"<USER> Secondly, we did not begin boarding on time despite our aircraft being present and deplaned. Thus we left over 30 min Late Flight",negative,0,negation|emoji_heavy,D2
